Ts’a7is
k’aat-shee
k’akbakis
ts’a7akwuu
balaats’adt
ka’lokwis,qā’logwis
xEkwē’k·En
g˙ō’xudEεms
dē’dEk'!aa
gwa’xsεēε
tEwē’nas
maă’mxεēnoxu
ts!ē’gwas
Galdo’o,q.aldo
Shi:oyʹlexwá,šyaʹy’lǝxʷǝ
Xwamʹaʹman,x̣ʷǝm’aʹmǝn
Dam-la-am,Dim-la-ham´t
Yiʹye,yi'yә
c' a'yәm,Ts’áyeam
Get-an-yow,Git-an-yow
Cilxwe’?yen,Ts’elexwa’:yel
Lak-an-zoq,Lak-wee-yep
Wens-ga-łgoal,Wens-ga-łgul
Sqelqele’le,sqαʹłqǝłєʹlǝ
K’mε.łku
sxʷtαʹqʷsǝt,Xwta’q’wasat
sc'әc'ә?ic'әn',Státelsqóqel
Sq’e’yc’eya?l sta’tlew,Sq’ethetol
Winlu’arh’aithlus,Winluu’axit’os
q’ʷaʹq’ʷlǝʔxʷ,q'wa'q'qla?xw
Ts’imanluuskeexs,Tsem’anlusraerhs
Xsigisi’am’maldit
Sxalaxéq,sxәlәxε'q
An’arhtsemaelirh-‘narits,Anuk-gemeliknagag
L:aswén,łʔǝswєʹn
Getk-kse-dzozqu,Gitxsits’uuts’xwt
Sé:étsaxwam,sε?ε'stәxwәm
Gitwinhlt’uutsxwhl’aks
Geth-sqan-snard,Gitsk’ansnat
Məxłək’xəeła,T’punəm galtśo’p
Staltsaʹnam,stәlcә'nәm
łil’tєʹlic
titәma'θәn
Ks’gay-gai-net,Ks-gay-gainet
x̣ʷǝlaʹlcǝptǝn,Xwelált Septem
xwәxwaasε'wtxw,xʷәxʷaasε'wtxʷ
G’ilhlalo’obit,K’il-hla-lo’op’-bit
Smi:meltat,sәmәnε'l
q’ɛʹlǝmǝy,Qélamay
gisgᴂgᴂ’s,Kisgaga’as
k'wi'k'wmәtxwsәn,k'ʷi'k'ʷmәtxʷsәn
Teteqʹálse,titqәlsε'la
Slakaya’nc,Th’qwa:ya:la
T’ipiten,t'i'pitәn
Shxwqʹéplem,šxwqa'?palәm
Tʹéqa:am,t'ε'qә?әm
Klak-ak-siouks,Lhilaq’acyuqwes
Canim-mac,Xinamac’I
Skwekwte’xwqen,Sk’utx’gun
snekwómelh,sna’koməł
Sqwá:átselh,sq'wa?a'ca?l
Stcuwā’cEl,"Stequo""thel"
MelmaltʹI,mǝn’mǝn’taʹʔis
T’lekai
Axwa’n’sa’a’nasa’:l,Axwi’n’sa’anesa?l
sna’kwaya
Sc’e’lqes,sc’ǝʹlqǝs
Xé:mats,xε'?mәc
Ska’t
Pe’lexen,pe’lexǝn
T’li’necten,t’łiʹnǝctǝn
da7uu’wa,hit’ilhta7sak
hup’achktadaks
Qelesi’lp,qələsi′łp
Sxwleqwe’n’a,šxʷlǝqʷǝʹn’ǝ
Th’qwa:ya:la,Thʹqwa:ya:la
xwubit’ad
tl’iklhibatkwuu
wak’it-tsaas
ts’achidukwlh
Cxwi’t,cxʷíʹt
shuuch’abisapuu
ts’aa7ukw
kwa’ntlEn,Qw'?ntl'en
Sam’e:ent,Sam’e?ent
Xa:xca:al,Xá:xcáal
tl’aadiiwa
HaLli’ntEn,HatLi’ntEn
Sa’anesa?l,Sa’anesa’lh
Xwe:ates,xwti′?tas
ts’aksit’eey
Se:etsaxw,Se?e’stexw
Park Farm [Archaeological] Site,Xwoqw’o:ls
dach’uu7aa,Dach'owa'aq
Spi’ltxw,spiʹltxʷ
Spi:petolh
Tl’osh?a
Tl’iixsit
Spe’plxene’mix,spєʹpłx̣ǝnєʹmix
c’aʹx̣c’ǝx̣ǝm,C’a’xc’exem
Xtsa’waltal,Xwa’axas
kihta’ssah
Sta’telew
kwikwitlαm,Kuī’kōtlᴇm
Kuaste IR8,Mud Bay IR8
q’e’yc’ey,q’éyc’ey
"T,lʹéltlʹál:sale",thlәlthlәlє'lә
Henderson’s Ranch
Kwée-kwut-lum
skwε’εlic
c'әlc'a?s,Selts’āʹs
S:awsêʹnes,s?әwsi'nәs
K!wete,K!weye’idox
?uwíga,Uwi’kēh
Lŭ’xapalis,lúxwbálís
ch’ituukwachisht
Miya’naxaas,k!laxgla’lisla
A’lstam
A’k!legǔs,Alēqu
?áłkwu
xwənís
Bob's Village,Kwē-kwē-a-kwēt
ya?ís,Ya’hais
kwátus
Łenłena’iten,Lenlena’iten
Ni-hlip-tow’-us-tum,Stepta’uzten
Belgatcé,Belhk’a chek
ciyú,Tsi’u
ksiyánuwa,k̓syán̓uwa
´Qlc,qəlc
Kwénis
Míimáỷa
C’it
Su’mxuL,suwəmxuł
Nu’xants,núxwənc
nútm
nəxwámu
wákənálakw
Tl’áxay
Kw’íkw’th’imtans kw kígeth
Pí7pknech
?ásxwələm,Asxwilàm
K! wa’pàx,qwápx
t’ukwis
kakatsts’ista
p’aa7aknit
shishp’ika
ts’aakwuu
Tlíi7émep
Pa7lhmin,Pá7lhmiŉ
La’xlagwis,ləxwləgwís
hōmīs,hum7is
sh’itapkwuu7is
Xoxop’a,xupxwap’a
Na’labila
qwáxsawa,q̓wáxsawa
xwísiqwa,xísiqwa
cágwala,ċágwala
humt’aa
K’adis,Q’ati’s
sīnku
T’ә’mxsәm
T’sa’wanxas,Ts!Eεwŭ’nxas
T!ō’gŭxsō
gəldala,Gil’dalah
gáλəmbálís,ġáλәmbalis
ch’iitis
ts’aa7akwu
ya’yaεs-inás
ts’aap’i7as
wī’lis
ᶍŭ’dzExstēε
łliyakatsoĺis,Thliǝkacoĺis
Hulel't'hw,xeláltxw
Gla’glaxetL,Thx̆thx̆ìth
ch’itapkts’u
t’i7aamut
xwkáthelhp
Kwa ‘kumi,Kwa’kumi
K!o’kwye’dox,Kiapa’h
t’aamuukw
ma’apī,ma7ap’ii
Gwa’yi,Kwä-ē
Pә’lk’a
húyat
tl’aayaa7a
ts’aachisht
chaanaakw’a7a
ts’achi
kw’uxwinki
dzaE’nł
g.ō’g.oεyEwēε
wágəlísəla
Hoo-nees,Huni’s
ts’akaat’a7a
ts’aayaa
kw’uu7uus
Misk’usa,maskiu'sa
Kwa’xstu,Quart-cha
Noo-ta,Nu’ta
A’Lko
Chats’o,hilhwin7a
Wa'hk!enalux,wákənálakw
hεckwī
Bisamut’is,Wo’exdu
sukqwi’s
Xeqeti’nes
Nikǎs
Tĕ’nki
K!o’kwi,qwúqwai
Nu'lu,núlú
kīqina
Ch’iknuu
t’alhat’a
Aldeanna’s Inlet
gwa’єyasdE’ms,gwa’yasdəms
hē’gEms
εmE’xustEwēε
Chebassher’s,Laxk’laén
Laxto’dzəp,Wulhi’em’ans
Fisherman’s Cove,Ts’ats’aat
Dil’ma’sow,Dil-ma-sow
g.Eyō’xu
k.E’lwadēε,kil-watti
q!E’nsdεEmis,q’ǝ’n.stǝḿ.is
Klsomlo˙olo
wəlhatyaéł mədik,wisa’aq
Ka’nun,Kae’nún
K’we
lEεwE’nł
εmEgŭxstä’Lēε
k!wä
Axlawa.is,wəlhatyaéł mədik
Anee’wasa,Kdad-eesh
Səmg’łε’ala
Klunagət,Wil.unak
Nagun’aks
Knaga’é.t
Laxt’xaíl
Tétsəp,ts’tsəp
Ts’ibassa
sqaskin’is,kxənwon
Kxənwo.n,Pitt Island IR27
Kul-ka-yu,K’ałgiiu
kta’i,Kxte.i
Alugalts’ap
Ktaml.a.’ag.an,Kts’m’anlakan
ktəko˙ĭatk,gan’a’ol
Gitk’a’ata,Laxgal’tsap
Ks’we.n,ks’wen
Laxťem
Laxgibaó,laxgibáo
K’waal
k'mc·də,Kmódə
dgimwilu.nεk
Lach-kul-jeets,laxkwəldʒist
tłika
ksəwi,Ksüwii
Qweeqwee’dzee
Ts’a:7aqo:7a,Tsa-uk
Top’altsit
G°idEsdzu´,Kit-tizoo
Git’aws,Gits’laasü
Git’ndaa
C’ap’iit,Ts’ap’i:t
Lo:t’as
A:7at sow’is
7ilhchiy’ak
Ts’axow’a7a
‘nsge’xs,Kskonga’ots
Kwan’isnit
T’iipis
P’op’om7a,Po-po-moh-ah
Kuno’xw
Ki:ki:xink’ok
Txi’i:hsqapowis
Nuupts’ikapis
Ch’ima:taqso7a,Chimataksu’a
Sqwa’m’qwam’exw,sqʷaʹm’qʷam’ǝxʷ
sʔiʹmixtǝn,Xwéi:mixtel
Pawq’emes
Cho:daxso:s,Chu7daksuus
xєʹєc’єnxʷ,Xí:tselexw
K’ʷєʹłxǝn,Quélxan
k’ʷiʹk’ʷmǝtx̣ʷsǝn,Quêqumatxwsan
Niqo:ilh,Tlh’okwaqsolh
M’o:ho:lh
ѲєʹѲqǝł
’ǝmt’ǝmk’ʷєʹlǝ,Thʹámthʹámqwʹelá
xʷsaʹaq’ʷǝm,Xwsáqwam
Áshxwetel
M’ohemiyis,M’ohimiyis
p’ǝnaʹs,Pʹenaʹs
xc’єʹwǝłtǝn
N’ach’i:7at
Ts’axts’a:7a
Noch’akwis
Ts’ahti:s
O:ts’o:7a
Qʹálqwlep,Qǝl’qiʹłp
Bishop’s Reach
Gits’laasü,Kit-lth-sahok
T’sisita
Tl’inhapis
gitkinqa’t
Tla:piqtlchi,Tła:piqtłchi
Kwats’o:s
Tl’itsis
Fsem-y-how,Gits’laasü
7Amits’a:7as
Tlo:shtlo:shok,Spi:petolh
Tsosayi:7at,Tsu-sayi’at
I:hwanat,Iixwaat’7aa
Tup’eeyis
Gits’laasü,Kit-lah-soak
Ho:st’as,Tlh’iko’t
Tl’a:s7a7a:l,Tlh’a:s7a7a:lh
Ts’oma:7as,Ts’omaa7as
7Asw’in7is
Tsa’tsaux
Y’aqis
bah’ka
Tsai-iye-uk,Sáỷikw
Chíchxwiyakalh
Múushkin
K’áxems p’ah
Siwash John’s
T’eshusm,T’éshusm
Ma’dzee Bun
Lhílhukwem,U7p
Xwémalhkwu
Kw’éth’nachígilh
kakayαki,K’ak’ik’I
sq’ǝyc’ǝyaʔł staʹʔł
ciłxʷeʹʔyǝn,Sc’elxwéy’em
Lōwalets
Casepin's Village,Lathakrǝzla
xwǝ’wǝnaqw,Q’o:leq’
sxay’αks,sxayǝ’qs
Cusstette’s Tent
xε’cǝq,Xat’seq
Xá:ytem
Hwo’tat,Nass-chick
Stcuwā’cEl,Steuwa’cEl
NƏs’qόllƏk
CuwāʹlEçEt,sq’ǝy’cǝyaʔł x̣aʹcєʔ
S’a´tsta,Pook-páh-kohtl
Nta’lltExi’tke
Yíkw’at
Słoke’n River
Ch’kwuwutn,Ch’kwúwutn
Kinbasket’s Trail
Sgase’mn
aa’kámnek
ksalaxəng.ət
cú̕wәm
qwúmuˀxws
Tu’yeh River
Kwúˀuxwm
Koo-sum,xwәam
gáỷat
kitgate akimmítuk
C’imoc’a,C'imoc'a
gáˀgičn,Ká7gichn
Tl’amatexw,Thámatәxw
nk'usp,Neqo’sp
Gitlaxkǝlas,Gitlaxts'ilaas
Kla-ma-tow,ƛámatәxw
six'ilx,Sihwīl’lEx
tamcesa’yǝn,T’am Smax
Gitmiinłgalaaw
tsəbє,Tsübaa
zi.icn,ǯí•ečn
nli'lila,Nkoli’la
‘Yaga ‘liploop
Kaia’mElEp,k’iyȧ’mlup
ğağolәm
Hemxwema?as,hәmxwәnaˀas
Michel’s Prairie
Tsa-kwa-loo-in
Kinbasket’s Crossing
Mímtl’íchn
Kinbasket’s Fishing Station,Kinbaskit's fishing station
gitxande’kt,Gitxondakł
kūptī
dzō’nogwadē
Mōktas
sc̓əléxw,Mus-queam
māmyusk˙!aē’ sElas
Pa’tsista
tcєxła
Tsa’tsil
Cusna'um,cusna’um
gwa’nwē
ō’wīs
łīptī
c’oxalmił,ts’ew̓xálemelh
kŭnō’ xsdē
A’muktis
Heesh’kock
Sq’sazun’,skwsóthen̓
hămā’ltsEmgō
yūkwət
Why-kit-sen,wúy’quzun
tsā’mElq!wāla
tacīs
qElēxdEma
ă’mxsdEli’s
ăwā’p!a
hawî’nqawas
Ca’cisuq
mōwatcå
nā’lEm
k˙!ō’k!ŭpE’sEla
Ta’atis,ta’atis
tsaxhō’
Chee-ish,Tcєcīs
L!ā’qwanâla
mit’ap,mit’apdzi
Mo’ya,mō’ya
a’ōs,A’ous
bōEdzawā’laas
a’ƛala
a’aminqås
urŭL!ExLē
måtcłī
?i-?a’l?-mex°,i?a´l’mux
t!Epala’
Qúluxun,Kul-Lah-Kan
L!ā’sbălis
A’apswinis
A’oqtsis
ā’Lanodzē
E’as,є’as; Aass
hōmīs
Mā’lē,máləy̓
q!ā’wa
Matl-tsa-yu,maεłtsī’u
sā’sōqu
Puncut-hooenchâ
Tsayazbunk’ut
Kwumbǝx,gŭ’mbEx
Nool-ky,Nuɭkreh
Kw'úkw'iyekwen
xŭpē’ hole
Xwéletsen
Xwthewińem
nExEnā’laa
hanadłi’nu
Sinnce-tal-lah,Tcəntsithal’a
maɛlEmā’no,ma’łmanu
Tcentsithal’a
tă’młєalis,tamłal’s
Qεqεpe’xәla
g•ōxdEεms
Cleet-ta,Cle-et-ta
Nmesu´s
Spó7ez
xā’xwaēs
Stoniâ
na’walagwaći,na’walagwaci
Ha’tsu’ł,Hatsu’ł
Bun-cho,Pœncho
Nq’wetgmícw,Nqw’utqsút
ăpsEg·iu,ǝpsigyu
Nooh-ta-muh,Nuh-dama
Sai’kez,Sai’kǝz
c̓ǝ’xǝl,Th’axel
εnā’laxLala
LEkwē’t
ë’g’isbalis
Sînta’kL
Spa’im,Spay-um
Skwa’uyix
Ptî’tEk
Nsi’sqEt
NtsLa’tko
gwa’εdzēε
L!Esaεlilku
mā’ts!a
tsEεyi’mεyē
Kah-moose,Kîmu’s
S’ūk,Sho.ooth
Nkattsî’m
Qwîltca’na
q!ăwēs
L!ē’xadē’
māsmats!a
Lō’ladē’
Staxēha’ni,Sti-e-hanny
LîqLa’qEtîn,Ntaqa’hith
Si’ska
Ntcê’kus
ġildEdzō’lis
së’sEq!axLaεlis
Neek-eye-yah,Nqa’ia
ōxā’wēε,ōxusī’wēε
L!äsEmēε
wadzō
Klick-kurn-cheen,Lkamtci’n
dō’xudEm
dzō’dzoxōt,Dzudzux’an
Neqa’umîn
Tuck –ko-graph,TûxEzê’p
N’a’tqêlptE’tEnk
No-Ho-Meen,Nx’ōmī’n
AnExtê’t’tîm,In-kluck-cheen
Sta’iEn
Npuitci’n
Nqoī’kîn
Nō’ôt
Ntcê’qtcEqqôkênk
Tia’ks
Nlîp’pa’Em
k˙!ā’gēs,k!ā’gēs
waā’s
εnē’εnElk!ēnoxu
εnE’ldzēε
No’qEm
Nsqa’qaultEn
Nkamtci’n
q!ŭġī’s
Atci’tcîkEn
Pemai’nûs
Nqôe’itko
ts!ō’łtō
dă’ġŭlku
Zaxxauzsi’kEn
PE’qaist
Spa’ptsEn
dEx˙dElī’łdEɛmis,Daxdazalilda’mis
xŭ’mdas
Chapman’s Bar,Ti’kwalus
Ntê’qEm
Snapa’
SEmExā’u
Ka’dexda’ma
â’laεnēεnElg’as
dzaεwŭεna’dē’
nExā’gadē
Skoxwā’k,Skoxwāʹk
Spep.l.kim,Tcê’tawe
Noiê’ltsi
Nukaā’tko
LoLowû’q
Kapatci’tcin
lElqwēk’aεwē
gō’xudEemis
dē’qŭnxēε
k!ā’k!axLāla
wāx’sEεmaku
Kalulaā’דEx
Koia’um,Koiaʹum
Ca’xanîx
x˙ū’tx˙ūtkawêΊ
xanExEwê’Ί
ā‘siwēε
ōdzâ’εlas
Lē’ts!ēɛ,‘Tłi’tse
Ntsuwi’ēk
Npîktî’m,S’înpûktî’m
Tsa’umâk
Qaiskana’
Tsulu’s
N’a’iEk
xŭts!ExLā’labεalas,Xwats’axdlalaba’las
L!ē’gelis,L!ēgelis
tEεwē’sēε
Q'uya'x',Kwy-yowhka
st’a’is
Nak’al
seńάkw,sn?aq°
Nak’al Koh
Skwtáxwken
s7elekw’telh
Nondatoo’
Ts’e Ti Noo
Z’ucul'í'q’,Chit-chul-ay-uk
spúlukuqs,sp’élekw’eks
Burrard’s Canal
p’ékwcha,pook-cha
ko-koh-pai,koq?o∙´pai
e-eyalmu,i7iýάÍmexw
sk∙wai’us,skw’άyus
c’m-c’a´mlc,ćemćά∙mels
aun-mayt-sut,ά7enmitsut
Sk•ōātcai´s,skwa-chice
smam-chuze,smam-kuush
X̌7icum,xwlhíts’em
scúlux̌qun,sts’élexwken
scəwáθən,stlєlαp
Tl’uqtines,Klik-a-teh-nus
c’oxalmił,c’oxalmil
Na’kraztli,Nak’azdli
Scli’qen,scłi’qǝn’
sth’a7awtxw,Scz'watx
No Whudin’ai
Ts'iculus,ts’í:xweles
sts’olhelhp,xwca’ɫeɫp
Neyûts’ul Noo
k’altala’akw,q!ÉltElaaku
Mah-te-nicht,May-lat-tee
nūʹxunēєmis
kwlólexw
ts!ē’qweε,ts!ēʹqwēє
єwaʹєmäs
Hwat-ēs’,xŭtēʹs
D’no
g∙ō’g∙εyEwēε
nōmx
Te-na-ate,Tē-nā-ate
Ow’-ī-yē-kamī,Ow’-ī-yē-kumī
Kw’uumaxen
P’ak’i7ajiim
aʹthanolis
ō’manis
sēʹbaa
gweleyō'
Hudson’s Bay Company Brigade Trail
LādEk!ŭs
ts!ɛʹgwas
ăЄlagwa's
ts!ā’nâla
g∙ō’g∙εyEwēε,gugo’yawe’
hokwis’a
Tsē-oom’-kas
hāʹwanagaku
Gitlaxt’amiks
Te-na-ate,Tē-nā-ate
Xŭsbēʹɛ
Kósŭŭ
mElaʹdēє
găyÉ'mgaxta!aa'
Rā’tltêm,RātLt
Kaxk'u,Laxk'u
Tcuxkex̣wa’nk
K’igoobl
Teawa’x
Larhlku’anees,On-small-trees
Tcexiü’ptêm,Tcex̣we’ptêm
ḱwotu’.n
Steka’uz
Welkibae’wan,where-runs-down-the-deer
Tsq’escen’,Tsqa’sx̣en
W∂lgalksogaxł.lͻp
Pespakemi’mex
Kolī’la
Sp’axmen
maxł∂ l∂oamptєlt
McLoughlin’s Harbour
Hawk’s Creek
Pełtā’-laxEn
quqéwelq,Tipella 7
Nka´iot,NkāitEm
Sla-u´s,SlEōc
čαlάł,Tcälatl
Kasútl’in
Tl’ukáĺts
šk’iĺ,SLakā’l
kwšéĺqen,XEsê´ltEn
Ns7ák’awex
T’éna
Yexwló7
Kelúm
t’olp’
Ts’zil
Spel’kumtn
čəqčíqəla,Nk•împc
Xazî’lkwa,Zäzilkwa
La’qEmitc,ləqməč
Tsíqten
SLa’lEk,SLa’luk
QulpaútltEn,Sûlpa’ułtîn
yəxwəlá
(š)qwəx
Encúk,Ne-suck
xəλúla?xw
Kítsectsecten,SKEECH-ik-thl-tin
S7ú7mik,S7úm’ik
Xwel’píl’cten,Xwelpílxtn
łəłqwut
šənáštam
šúčmixw
nš?áqawəx
łá?aq,Lha7aq
kwəča
qəqĺáluš
Tsekwtsúkwum,Tseqwtsúqum
Nsqwítsu
k’lpálekw
ts’yú7ma
tsekwtsíkwatkwa
sxmeltám
kmáməqš
nkxínwaš
ZáHuks,zaxqš
Kwe’xalatEn,qwíxwlatn
Npegw’q
Kél’kelex,Q’elqámtensa
K’exmáoli
Metsáltsem
sxetl’
tl’ák’men
sxwená7am,sxwená7em
kwelh7inúymexw
sxílxel
kelhéxwa
ntsúymtn
tsekwtsíkw
Li´luet,LilūEtōl
Nqwim’tsten
Skwítsu
S7it’em
ts’ek’zánk
sgaź7ús
tl’ekwekwíkw
p’xexaxnek,p’xexáxnek
ts’éts’kwaz
Sä’inux,HaiLo’laux
Ska’tîn,šqátin
Loch la’
tsil’ílh
Mkwal’ts
Yoxala´
š∂xčín,Sêxtci’n
Sk’enú7
š∂m?áqwam,Sama’qum
Nk’ék’lekw
Nq’wetgmícw,Nqw’utqsút
nqíĺ∂qw
(n)m∂šúš
q∂latkwú? ∂m,q∂láx∂n
Sê´stsxem
Zets’mnátkwa7
Nsek’
skä’qictEn,šqátin
kwaláws
pεčikt(i)n
Xwek’málhxw
K’pának
Skw’u7
P’ekw’p’ákw’ulh,p∂qwpáqwuł
nak’wάtkwα,Nkua´tkwa
Pálhxen
Xwéthéyin
sekw’elwás,šəkwəlwáš
ts’iwt
k’ák’pa
tsekwtsíkwalts
tl’úgwegw
ts’exwamíń
lhúlhtsek
kel’ósten
satl’,šaλ
nk’ák’mekstewa
k’awáwkza7
stsíleks
sexáx
púlhmekw
nsástl’ańk,sxwelp’ékstn
skatl',SqakEł
čiwt,ts’iwt
yegwúgwsntm
ts’mimxw
zenzánuts
zánwets
kwútlex
smúmlek
menmán
kw’ómkw’em ko7,Quam-Quam-Qua
sxáxelep,sxáxeĺep
getgágta
hwayt’-eye
Kígíyin
čqwúqwšam,tskwúkwsam
čxayl
Lháytuuthin
Metl’nech
sólexwem,Xwsól’exwel
čkwáylaxw,Skwai’-luh
Tiskw’et
skwíkwmi7
sk’elpâks,šk’elpáqš
sk’ewáklh,šqewáqł
tl’atl’lh,λaλł
š?axw,s7axw
nqwašt
tl’itl’k’t,λiλqt
k’ák’eźkń,qáqezqn
Yip’iikwu
Git’exw
stl’etl’iinep,Stl’ílep
kw’xwat,Kw’xweyt
lagmímintn,mímintn
stáxka7,štáxqa?
nhelahílatn
kwúkwu7,łaxwáxwwa
š?əqwəmqwəm,s7ékwemkwem
sxelílem,šxəlíləm
sk’á7k’a,šká?ka
sxwelí7k,šxwlí?k
nxelús,nxəlúš
Kwékwnis
Tl’ikw’anem
tl’aaltxw,Cly-Altw
xeleptáẁstn,xələptáwštn
k’maks,kmaqš
skáytekw,šqáytəqw
mú?wča,múgwts’a7
ntítxim
š?í?štkn,s7i7stkn
ntl’u7kím7em,nλu?qím?əm
np?á?nək,np’gágnek
k’etxelknáź,qətxəlqnáz
lek’ek’ík,ləqəqíq
k’enk’ánaź,qənqánaz
k’eléĺxen,qələlxən
zaxqš
Tsélexw
?wəča?wáča,gwets’agwáts’a
tl’itl’k’t,λiλqt
tl’ixwt,λixwt
spepxwtń,špəpxwtn
ščamq,sts’amk
ntl’etl’kw’,nλəλkw
SkEka’itîn,skikáytn
Tetchassen’s Village
tá7texwten,Tai-took-tan
kəlečxwúł,keletsxwúlh
sxép’eleks,šxəpələqš
sezézeĺ,šəzəzəl
nšakp,NsE’qîp
np’agtsítsń,npa?číčn
nak’ák’tkwa7,naqáqtkwa
Xéxaxgilh
Senewélets
púpelemt
káwkewek
Kw’íkw’tichenam
Sk’ól’em
Xwtól’eẃnets
xw7élhkey’em,xw7élhki7em
t’íwelhxen,Téytexen
ēyth’exen,Yéshexen
šk’emqín,sk’mkin
kiĺkw
slhúkwxal
saxám
apokαm,Aap’ukw’m
ā’wagwas,Wasilas’
Ts’ishaa
ētsē’k˙îla,Et-sēkin
T’ok’wa
g˙î’lt!ExLāεli’s
hō’xuhōxugwa
lEk˙E’m
mEεwa
q!waєlā’dēє
ā’lεalxō,ał’ałxu
q!wē qwăεlaxa's
Ts’i7uwa
wasēεlas
k•!ā’gEg•ōєyEwēє
q!ō’gwadilbēє
lakwitłala
ăεwaxLā’εlaa
q!waεlā’dē’
maεltsī’u
Hots’atwilh
Tl’atl’inkwo:wis
q!ō’gwadēc
Ch’itkis
lē’xts!â,xā’wag’äs
xā’xEm
7Aniqts’itaqol
k’!ā’qaεwēlku
xExudEεma’
K’witsch’aknit
xēq!amin,!amin
lE’mєwa
k•!ō’k•!Egŭnōlis
dzē’gEm,kwatsa’as
tcєū’tca,Ch’och’a
sā’wag·äxtEwēє
gyi’l˙tǝm
mExumEkŭlī’sEla,muqmuqkwǝli’sǝla
xŭdzEdzâ’єlis,xwsǝla'
T’i:kyaqis
Hayots’aqapi
xwē’ta,xwi’da
xwə’cəq’əm
k˙!ā’k˙Exx˙älilku,K’ak’axelis
sa’gwadēε
wa’g˙îεla,waxi’la
gwa’εdzēε
waxi’daci,wŭxēdats!ε
k•!ōk!wa
ćǝDa˙Ʒas,dzEdā’dzas
k’altalikw
ƛa’susto’,ƛa’susts?i
k•ā’qoLēє
q!ō’gwadilbēє
dzE’mbax•,Zunt-dak-iyu
â’g•iwalaa’
gwē’g•dēє
t!ō’badēє
k•!ō’lodas
L!ō’bas
tē’єlaas
Lē’q!ās
gwā’gwagwăs
galbEdīs
ts!ē'qwēε
dEx•sEmā’la
q!waєlā’Las
I-gis-da-lis,ё’g˙isbalis
gŭ’lєyadēє
L!ō’bas
xō’ladēє
gē’was
tEgwa’dēє
q!ōxubēє
q!wālEmdzadē’
hāmsdEmis
hămyadē’
